# NED distances 
#
# name   = galaxy name
# RA,DEC = RA, DEC (J2000) [in degrees]
# mu     = distance modulus (+error) derived from z [in mag]
# D      = mean distance (+error) [in Mpc]
# minD   = min distance in NED [in Mpc]
# maxD   = max distance in NED [in Mpc]
# Vhel   = Heliocentric velocity [in kms]
# A_V    = foreground extinction [in mag] from Schlafly+ '11
#
# Total number of galaxies: 1
#
###########################################################################################################################
#name           |     RA[deg]  |    DEC[deg]  |     mu[mag]  |      mu_err |       D[Mpc]  |       D_err  |    minD[Mpc] |    maxD[Mpc] |    Vhel[kms] |     Vhel_err |    A_V[mag] 
       PGC51953 |   218.107254 |     8.078642 |    31.809999 |     0.650000 |    23.978001 |     7.010000 |    14.900000 |    35.400002 |  2228.000000 |     5.000000 |     0.069000
       PGC51955 |   218.113571 |    49.904613 |    33.340000 |     0.610000 |    48.733002 |    18.500000 |    37.500000 |   105.000000 |  2383.000000 |     7.000000 |     0.048000
       PGC51957 |   217.980362 |    -0.367298 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.129000
       PGC51960 |   218.125610 |    26.186041 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4731.000000 |    33.000000 |     0.067000
       PGC51961 |   218.139755 |    52.412888 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3401.000000 |     2.000000 |     0.028000
       PGC51964 |   218.159744 |    31.670168 |    34.150002 |     0.570000 |    68.699997 |    17.799999 |    56.099998 |    81.300003 |  3533.000000 |     5.000000 |     0.036000
       PGC51965 |   218.165955 |    36.302204 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3973.000000 |    26.000000 |     0.050000
       PGC51971 |   218.188110 |     2.914939 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1520.000000 |     3.000000 |     0.093000
       PGC51973 |   218.181213 |     9.890444 |    31.680000 |     0.610000 |    22.492001 |     6.220000 |    14.500000 |    31.700001 |  1368.000000 |     2.000000 |     0.075000
       PGC51978 |   218.195190 |    49.457905 |    32.560001 |     0.270000 |    32.700001 |     3.880000 |    26.000000 |    37.099998 |  2114.000000 |     5.000000 |     0.078000
       PGC51983 |   218.220108 |     5.999063 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2268.000000 |     3.000000 |     0.089000
       PGC51984 |   218.223038 |    11.595058 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2224.000000 |     6.000000 |     0.072000
       PGC51995 |   218.288376 |    10.510806 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2221.000000 |     6.000000 |     0.075000
       PGC52006 |   218.315964 |    -1.140145 |    33.939999 |     0.240000 |    61.575001 |     7.010000 |    57.799999 |    72.099998 |  4120.000000 |     4.000000 |     0.124000
       PGC52012 |   218.332550 |    26.199045 |    33.930000 |     0.140000 |    61.125000 |     3.950000 |    57.099998 |    65.000000 |  4782.000000 |     3.000000 |     0.064000
       PGC52016 |   218.340424 |     6.878056 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2156.000000 |     4.000000 |     0.080000
       PGC52030 |   218.439331 |    44.082195 |    33.230000 |     0.050000 |    44.325001 |     1.030000 |    43.400002 |    45.799999 |  3051.000000 |    15.000000 |     0.040000
       PGC52050 |   218.499695 |    49.450974 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2128.000000 |     3.000000 |     0.101000
       PGC52072 |   218.553070 |    25.468029 |    34.230000 |     0.070000 |    70.150002 |     2.210000 |    67.400002 |    72.699997 |  4839.000000 |    10.000000 |     0.084000
       PGC52091 |   218.654251 |    59.337807 |    32.720001 |     0.270000 |    35.091999 |     4.180000 |    26.100000 |    42.900002 |  1914.000000 |     4.000000 |     0.028000
       PGC52106 |   218.690598 |     0.888668 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4177.000000 |    19.000000 |     0.116000
       PGC52107 |   218.687424 |    48.670250 |    32.669998 |     0.180000 |    34.349998 |     2.750000 |    32.400002 |    36.299999 |  2273.000000 |     4.000000 |     0.089000
       PGC52116 |   218.718323 |    54.475849 |    32.630001 |     0.400000 |    34.000000 |     6.570000 |    27.900000 |    44.400002 |  2143.000000 |     5.000000 |     0.031000
       PGC52142 |   218.850342 |    57.255955 |    29.030001 |     0.340000 |     6.458000 |     0.074000 |     5.700000 |     8.020000 |   222.000000 |     6.000000 |     0.033000
       PGC52154 |   218.873718 |    48.741653 |    32.759998 |          NaN |    35.599998 |          NaN |    35.599998 |    35.599998 |  2160.000000 |    10.000000 |     0.096000
       PGC52159 |   218.888672 |    12.908250 |    32.599998 |     0.280000 |    33.233002 |     4.210000 |    29.200001 |    37.599998 |  1823.000000 |     6.000000 |     0.072000
       PGC52160 |   218.891281 |    36.818535 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4244.000000 |    26.000000 |     0.031000
       PGC52167 |   218.912079 |    13.165560 |    32.230000 |     0.120000 |    28.000000 |     1.600000 |    25.400000 |    30.299999 |  1800.000000 |     9.000000 |     0.061000
       PGC52179 |   218.959000 |    36.543232 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4082.000000 |    26.000000 |     0.029000
       PGC52183 |   218.981812 |    36.719555 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4091.000000 |    27.000000 |     0.024000
       PGC52189 |   219.010788 |    36.503197 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4159.000000 |    27.000000 |     0.030000
       PGC52193 |   219.036743 |    28.449722 |    32.660000 |          NaN |    34.000000 |          NaN |    34.000000 |    34.000000 |  1912.000000 |    10.000000 |     0.056000
       PGC52194 |   219.046600 |    48.585041 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2281.000000 |     2.000000 |     0.099000
       PGC52212 |   219.170593 |    11.576879 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1791.000000 |     3.000000 |     0.061000
       PGC52216 |   219.161346 |    41.079140 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4750.000000 |    26.000000 |     0.035000
       PGC52226 |   219.190826 |    51.459721 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2381.000000 |    17.000000 |     0.029000
       PGC52237 |   219.256500 |    48.544834 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2159.000000 |    11.000000 |     0.091000
       PGC52239 |   219.271530 |    24.978113 |    34.189999 |     0.240000 |    69.139999 |     7.760000 |    59.099998 |    80.199997 |  4350.000000 |     8.000000 |     0.093000
       PGC52247 |   219.306580 |    43.695946 |    33.660000 |     0.150000 |    54.067001 |     3.670000 |    49.900002 |    57.700001 |  3312.000000 |     7.000000 |     0.063000
       PGC52251 |   219.311234 |    38.454266 |    33.430000 |     0.420000 |    49.299999 |     8.920000 |    35.299999 |    61.000000 |  3679.000000 |     6.000000 |     0.029000
       PGC52256 |   219.287109 |     3.047085 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1710.000000 |    39.000000 |     0.094000
       PGC52261 |   219.342178 |    36.567810 |    33.639999 |     0.160000 |    53.525002 |     4.190000 |    51.000000 |    59.799999 |  4225.000000 |     9.000000 |     0.046000
       PGC52266 |   219.378204 |    51.561859 |    33.180000 |     0.220000 |    43.500000 |     4.480000 |    39.599998 |    48.400002 |  2212.000000 |     3.000000 |     0.039000
       PGC52276 |   219.429916 |    45.185665 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2994.000000 |    34.000000 |     0.035000
       PGC52291 |   219.472244 |    -0.398880 |    32.400002 |          NaN |    30.200001 |          NaN |    30.200001 |    30.200001 |  1870.000000 |     8.000000 |     0.102000
       PGC52301 |   219.527390 |    37.009766 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4399.000000 |    53.000000 |     0.027000
       PGC52303 |   219.531296 |    36.457474 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4264.000000 |    52.000000 |     0.029000
       PGC52307 |   219.548004 |    46.638248 |    33.029999 |     0.200000 |    40.556999 |     3.690000 |    34.799999 |    45.400002 |  2237.000000 |     7.000000 |     0.041000
       PGC52315 |   219.567856 |    40.456738 |    32.450001 |     0.090000 |    30.900000 |     1.250000 |    29.700001 |    32.200001 |  2751.000000 |    17.000000 |     0.036000
       PGC52317 |   219.575470 |     3.410327 |    32.360001 |          NaN |    29.700001 |          NaN |    29.700001 |    29.700001 |  1561.000000 |    24.000000 |     0.102000
       PGC52331 |   219.646881 |    52.706417 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3389.000000 |    49.000000 |     0.028000
       PGC52341 |   219.709457 |    52.272583 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2181.000000 |    37.000000 |     0.031000
       PGC52343 |   219.708405 |    30.442526 |    33.930000 |     0.080000 |    61.099998 |     2.130000 |    58.900002 |    63.700001 |  3708.000000 |     9.000000 |     0.044000
       PGC52344 |   219.746460 |    51.120682 |    33.349998 |     0.030000 |    46.667000 |     0.450000 |    46.200001 |    47.099998 |  2223.000000 |     8.000000 |     0.049000
       PGC52358 |   219.772766 |    36.806072 |    29.870001 |     0.070000 |     9.400000 |     0.283000 |     9.200000 |     9.600000 |   583.000000 |     2.000000 |     0.033000
       PGC52359 |   219.788300 |    38.263668 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3849.000000 |    73.000000 |     0.024000
       PGC52364 |   219.828918 |    53.875778 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2190.000000 |     6.000000 |     0.035000
       PGC52365 |   219.796158 |     5.363478 |    32.080002 |          NaN |    26.100000 |          NaN |    26.100000 |    26.100000 |  1505.000000 |     1.000000 |     0.103000
       PGC52383 |   219.905304 |    24.538498 |    33.939999 |     0.110000 |    61.459999 |     3.190000 |    57.900002 |    65.699997 |  4475.000000 |     8.000000 |     0.102000
       PGC52390 |   219.938751 |    23.396584 |    34.419998 |     0.400000 |    77.760002 |    13.700000 |    60.400002 |    94.599998 |  4467.000000 |     4.000000 |     0.088000
       PGC52396 |   219.967331 |    42.742359 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2533.000000 |     5.000000 |     0.044000
       PGC52409 |   220.038376 |    42.779556 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2537.000000 |     9.000000 |     0.046000
       PGC52412 |   220.047943 |    -0.288975 |    31.600000 |     0.530000 |    21.410999 |     5.310000 |    13.600000 |    30.400000 |  1899.000000 |     7.000000 |     0.107000
       PGC52424 |   220.108826 |    33.989113 |    32.660000 |     0.720000 |    35.000000 |    11.400000 |    26.900000 |    43.099998 |  1496.000000 |     2.000000 |     0.042000
       PGC52438 |   220.162308 |    38.637817 |    33.860001 |     0.160000 |    59.450001 |     4.470000 |    53.700001 |    64.400002 |  3748.000000 |    16.000000 |     0.042000
       PGC52455 |   220.234833 |    -0.318219 |    32.090000 |     0.110000 |    26.190001 |     1.270000 |    24.200001 |    27.900000 |  1733.000000 |     3.000000 |     0.107000
       PGC52468 |   220.321487 |    44.478840 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3290.000000 |    20.000000 |     0.049000
       PGC52476 |   220.383423 |    44.512760 |    33.410000 |     0.310000 |    48.400002 |     6.260000 |    37.299999 |    52.200001 |  3262.000000 |     8.000000 |     0.049000
       PGC52478 |   220.387344 |    38.851376 |    34.009998 |     0.130000 |    63.549999 |     3.880000 |    60.799999 |    66.300003 |  4695.000000 |    24.000000 |     0.024000
       PGC52488 |   220.428970 |     5.952756 |    33.549999 |     0.030000 |    51.167000 |     0.760000 |    50.500000 |    52.000000 |  4594.000000 |    10.000000 |     0.107000
       PGC52495 |   220.452835 |     0.686972 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1886.000000 |     5.000000 |     0.125000
       PGC52527 |   220.593231 |    22.332731 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4527.000000 |    41.000000 |     0.093000
       PGC52534 |   220.623383 |     1.500398 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1925.000000 |    26.000000 |     0.112000
       PGC52535 |   220.638504 |    28.726456 |    33.840000 |     0.040000 |    58.650002 |     1.170000 |    56.900002 |    59.400002 |  3742.000000 |     7.000000 |     0.047000
       PGC52536 |   220.641113 |    37.452335 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4140.000000 |    59.000000 |     0.025000
       PGC52550 |   220.691376 |    -0.351083 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1711.000000 |    16.000000 |     0.118000
       PGC52574 |   220.761795 |     4.765667 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1706.000000 |     7.000000 |     0.095000
       PGC52587 |   220.852936 |    28.301132 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3725.000000 |    10.000000 |     0.046000
